Date;Close;;;K1;;K2;;K3;;K4;;K5
16/02/2017;9500;;;;;;;;;;;
17/02/2017;9275;;;;;;;;;;;
20/02/2017;9200;;;;;;;;;;;
21/02/2017;9150;;;;;;;;;;;
22/02/2017;9225;;;;;;;;;;;
23/02/2017;9250;;;;;;;;;;;
24/02/2017;9575;;;;;;;;;;;
27/02/2017;9525;;;;;;;;;;;
28/02/2017;9625;;;;;;;;;;;
01/03/2017;9400;;;;;;;;;;;
02/03/2017;9425;;;;;;;;;;;
03/03/2017;9425;;;;;;;;;;;
06/03/2017;9500;;;;;;;;;;;
07/03/2017;9350;;;;;;;;;;;
08/03/2017;9325;;;;;;;;;;;
09/03/2017;9250;;;;;;;;;;;
10/03/2017;9425;;;;;;;;;;;
13/03/2017;9400;;;;;;;;;;;
14/03/2017;9200;;;;;;;;;;;
15/03/2017;9050;;;;;;;;;;;
16/03/2017;9175;;;;;;;;;;;
17/03/2017;9225;;;;;;;;;;;
20/03/2017;9350;;;;;;;;;;;
21/03/2017;9150;;;;;;;;;;;
22/03/2017;9225;;;;;;;;;;;
23/03/2017;9075;;;;;;;;;;;
24/03/2017;8950;;;;;;;;;;;
27/03/2017;8775;;;;;;;;;;;
29/03/2017;9075;;;;;;;;;;;
30/03/2017;8850;;;;;;;;;;;
31/03/2017;9000;;;;;;;;;;;
03/04/2017;9050;;;;;;;;;;;
04/04/2017;9125;;;;;;;;;;;
05/04/2017;9125;;;;;;;;;;;
06/04/2017;9150;;;;;;;;;;;
07/04/2017;9175;;;;;;;;;;;
10/04/2017;8975;;;;;;;;;;;
11/04/2017;8800;;;;;;;;;;;
12/04/2017;8975;;;;;;;;;;;
13/04/2017;8875;;;;;;;;;;;
17/04/2017;8800;;;;;;;;;;;
18/04/2017;8750;;;;;;;;;;;
19/04/2017;8750;;;;;;;;;;;
20/04/2017;8675;;;;;;;;;;;
21/04/2017;8700;;;;;;;;;;;
25/04/2017;8975;;;;;;;;;;;
26/04/2017;9000;;;;;;;;;;;
27/04/2017;8825;;;;;;;;;;;
28/04/2017;8825;;;;;;;;;;;
02/05/2017;8800;;;;;;;;;;;
03/05/2017;8725;;;;;;;;;;;
04/05/2017;8650;;;;;;;;;;;
05/05/2017;8800;;;;;;;;;;;
08/05/2017;8750;;;;;;;;;;;
09/05/2017;8750;;;;;;;;;;;
10/05/2017;8650;;;;;;;;;;;
12/05/2017;8850;;;;;;;;;;;
15/05/2017;8900;;;;;;;;;;;
16/05/2017;9200;;;;;;;;;;;
17/05/2017;9100;;;;;;;;;;;
18/05/2017;9200;;;;;;;;;;;
19/05/2017;9200;;;;;;;;;;;
22/05/2017;9400;;;;;;;;;;;
23/05/2017;9350;;;;;;;;;;;
24/05/2017;9250;;;;;;;;;;;
26/05/2017;9250;;;;;;;;;;;
29/05/2017;9350;;;;;;;;;;;
30/05/2017;9200;;;;;;;;;;;
31/05/2017;9450;;;;;;;;;;;
01/06/2017;9450;;;;;;;;;;;
02/06/2017;9325;;;;;;;;;;;
05/06/2017;9300;;;;;;;;;;;
06/06/2017;9300;;;;;;;;;;;
07/06/2017;9200;;;;;;;;;;;
08/06/2017;9025;;;;;;;;;;;
09/06/2017;9375;;;;;;;;;;;
12/06/2017;9650;;;;;;;;;;;
13/06/2017;9675;;;;;;;;;;;
14/06/2017;9850;;;;;;;;;;;
15/06/2017;10075;;;;;;;;;;;
16/06/2017;9850;;;;;;;;;;;
19/06/2017;10150;;;;;;;;;;;
20/06/2017;10200;;;;;;;;;;;
21/06/2017;10200;;;;;;;;;;;
22/06/2017;10000;;;;;;;;;;;
23/06/2017;10000;;;;;;;;;;;
26/06/2017;10000;;;;;;;;;;;
27/06/2017;10000;;;;;;;;;;;
28/06/2017;10000;;;;;;;;;;;
29/06/2017;10000;;;;;;;;;;;
30/06/2017;10000;;;;;;;;;;;
03/07/2017;10200;;;;;;;;;;;
04/07/2017;10150;;;;;;;;;;;
05/07/2017;9950;;;;;;;;;;;
06/07/2017;10125;;;;;;;;;;;
07/07/2017;10200;;;;;;;;;;;
10/07/2017;10000;;;;;;;;;;;
11/07/2017;10000;;;;;;;;;;;
12/07/2017;10025;;;;;;;;;;;
13/07/2017;10100;;;;;;;;;;;
14/07/2017;10175;;;;;;;;;;;
17/07/2017;10100;;;;;;;;;;;
18/07/2017;10300;;;;;;;;;;;
19/07/2017;10175;;;;;;;;;;;
20/07/2017;10200;;;;;;;;;;;
21/07/2017;10100;;;;;;;;;;;
24/07/2017;10150;;;;;;;;;;;
25/07/2017;10150;;;;;;;;;;;
26/07/2017;10075;;;;;;;;;;;
27/07/2017;10050;;;;;;;;;;;
28/07/2017;10050;;;;;;;;;;;
31/07/2017;9950;;;;;;;;;;;
01/08/2017;9925;;;;;;;;;;;
02/08/2017;10700;;;;;;;;;;;
03/08/2017;10475;;;;;;;;;;;
04/08/2017;10325;;;;;;;;;;;
07/08/2017;10575;;;;;;;;;;;
08/08/2017;10525;;;;;;;;;;;
09/08/2017;10900;;;;;;;;;;;
10/08/2017;10900;;;;;;;;;;;
11/08/2017;10675;;;;;;;;;;;
14/08/2017;10975;;;;;;;;;;;
15/08/2017;10900;;;;;;;;;;;
16/08/2017;11000;;;;;;;;;;;
17/08/2017;11000;;;;;;;;;;;
18/08/2017;10875;;;;;;;;;;;
21/08/2017;10850;;;;;;;;;;;
22/08/2017;10850;;;;;;;;;;;
23/08/2017;10700;;;;;;;;;;;
24/08/2017;10750;;;;;;;;;;;
25/08/2017;10575;;;;;;;;;;;
28/08/2017;10525;;;;;;;;;;;
29/08/2017;10475;;;;;;;;;;;
30/08/2017;10375;;;;;;;;;;;
31/08/2017;10475;;;;;;;;;;;
01/09/2017;10475;;;;;;;;;;;
04/09/2017;9975;;;;;;;;;;;
05/09/2017;9700;;;;;;;;;;;
06/09/2017;9700;;;;;;;;;;;
07/09/2017;9825;;;;;;;;;;;
08/09/2017;10300;;;;;;;;;;;
11/09/2017;10450;;;;;;;;;;;
12/09/2017;10450;;;;;;;;;;;
13/09/2017;10600;;;;;;;;;;;
14/09/2017;10500;;;;;;;;;;;
15/09/2017;10375;;;;;;;;;;;
18/09/2017;10000;;;;;;;;;;;
19/09/2017;9950;;;;;;;;;;;
20/09/2017;10100;;;;;;;;;;;
21/09/2017;10100;;;;;;;;;;;
22/09/2017;10000;;;;;;;;;;;
25/09/2017;9950;;;;;;;;;;;
26/09/2017;9900;;;;;;;;;;;
27/09/2017;9625;;;;;;;;;;;
28/09/2017;9950;;;;;;;;;;;
29/09/2017;10125;;;;;;;;;;;
02/10/2017;10200;;;;;;;;;;;
03/10/2017;10050;;;;;;;;;;;
04/10/2017;10300;;;;;;;;;;;
05/10/2017;10375;;;;;;;;;;;
06/10/2017;10700;;;;;;;;;;;
09/10/2017;10575;;;;;;;;;;;
10/10/2017;10650;;;;;;;;;;;
11/10/2017;10450;;;;;;;;;;;
12/10/2017;10750;;;;;;;;;;;
13/10/2017;10850;;;;;;;;;;;
16/10/2017;10900;;;;;;;;;;;
17/10/2017;10850;;;;;;;;;;;
18/10/2017;10825;;;;;;;;;;;
19/10/2017;10500;;;;;;;;;;;
20/10/2017;10425;;;;;;;;;;;
23/10/2017;10550;;;;;;;;;;;
24/10/2017;10725;;;;;;;;;;;
25/10/2017;10875;;;;;;;;;;;
26/10/2017;11025;;;;;;;;;;;
27/10/2017;10775;;;;;;;;;;;
30/10/2017;10775;;;;;;;;;;;
31/10/2017;10900;;;;;;;;;;;
01/11/2017;10500;;;;;;;;;;;
02/11/2017;10425;;;;;;;;;;;
03/11/2017;10375;;;;;;;;;;;
06/11/2017;10300;;;;;;;;;;;
07/11/2017;10325;;;;;;;;;;;
08/11/2017;10500;;;;;;;;;;;
09/11/2017;10100;;;;;;;;;;;
10/11/2017;10000;;;;;;;;;;;
13/11/2017;10000;;;;;;;;;;;
14/11/2017;9900;;;;;;;;;;;
15/11/2017;9850;;;;;;;;;;;
16/11/2017;9950;;;;;;;;;;;
17/11/2017;9900;;;;;;;;;;;
20/11/2017;9975;;;;;;;;;;;
21/11/2017;9975;;;;;;;;;;;
22/11/2017;9900;;;;;;;;;;;
23/11/2017;10050;;;;;;;;;;;
24/11/2017;10150;;;;;;;;;;;
27/11/2017;10025;;;;;;;;;;;
28/11/2017;10000;;;;;;;;;;;
29/11/2017;9900;;;;;;;;;;;
30/11/2017;9400;;;;;;;;;;;
01/12/2017;9400;;;;;;;;;;;
04/12/2017;9600;;;;;;;;;;;
05/12/2017;9350;;;;;;;;;;;
06/12/2017;9375;;;;;;;;;;;
07/12/2017;9250;;;;;;;;;;;
08/12/2017;9150;;;;;;;;;;;
11/12/2017;9375;;;;;;;;;;;
12/12/2017;9600;;;;;;;;;;;
13/12/2017;9725;;;;;;;;;;;
14/12/2017;9950;;;;;;;;;;;
15/12/2017;9850;;;;;;;;;;;
18/12/2017;9700;;;;;;;;;;;
19/12/2017;9850;;;;;;;;;;;
20/12/2017;9550;;;;;;;;;;;
21/12/2017;9800;;;;;;;;;;;
22/12/2017;9825;;;;;;;;;;;
25/12/2017;9825;;;;;;;;;;;
26/12/2017;9825;;;;;;;;;;;
27/12/2017;10000;;;;;;;;;;;
28/12/2017;10200;;;;;;;;;;;
29/12/2017;9900;;;;;;;;;;;
01/01/2018;9900;;;;;;;;;;;
02/01/2018;10275;;;;;;;;;;;
03/01/2018;10200;;;;;;;;;;;
04/01/2018;11000;;;;;;;;;;;
05/01/2018;10900;;;;;;;;;;;
08/01/2018;11000;;;;;;;;;;;
09/01/2018;11200;;;;;;;;;;;
10/01/2018;10825;;;;;;;;;;;
11/01/2018;10850;;;;;;;;;;;
12/01/2018;10575;;;;;;;;;;;
15/01/2018;10525;;;;;;;;;;;
16/01/2018;10625;;;;;;;;;;;
17/01/2018;11400;;;;;;;;;;;
18/01/2018;11075;;;;;;;;;;;
19/01/2018;10950;;;;;;;;;;;
22/01/2018;10750;;;;;;;;;;;
23/01/2018;10650;;;;;;;;;;;
24/01/2018;10725;;;;;;;;;;;
25/01/2018;11100;;;;;;;;;;;
26/01/2018;11600;;;;;;;;;;;
29/01/2018;11200;;;;;;;;;;;
30/01/2018;10900;;;;;;;;;;;
31/01/2018;11150;;;;;;;;;;;
01/02/2018;10700;;;;;;;;;;;
02/02/2018;10700;;;;;;;;;;;
05/02/2018;10550;;;;;;;;;;;
06/02/2018;10175;;;;;;;;;;;
07/02/2018;10175;;;;;;;;;;;
08/02/2018;10300;;;;;;;;;;;
09/02/2018;10200;;;;;;;;;;;
12/02/2018;10275;;;;;;;;;;;
13/02/2018;10525;;;;;;;;;;;
14/02/2018;10850;;;;;;;;;;;
15/02/2018;11050;;;;;;;;;;;
16/02/2018;11050;;;;;;;;;;;
19/02/2018;11700;;;;;;;;;;;
20/02/2018;11300;;;;;;;;;;;
21/02/2018;11575;;;;;;;;;;;
22/02/2018;11750;;;;;;;;;;;
23/02/2018;11225;;;;;;;;;;;
26/02/2018;11100;;;;;;;;;;;
27/02/2018;11325;;;;;;;;;;;
28/02/2018;11125;;;;;;;;;;;
01/03/2018;11050;;;;;;;;;;;
02/03/2018;10975;;;;;;;;;;;
05/03/2018;10850;;;;;;;;;;;
06/03/2018;10700;;;;;;;;;;;
07/03/2018;10475;;;;;;;;;;;
08/03/2018;10725;;;;;;;;;;;
09/03/2018;10550;;;;;;;;;;;
12/03/2018;10700;;;;;;;;;;;
13/03/2018;10525;;;;;;;;;;;
14/03/2018;10475;;;;;;;;;;;
15/03/2018;10500;;;;;;;;;;;
16/03/2018;10525;;;;;;;;;;;
19/03/2018;10475;;;;;;;;;;;
20/03/2018;10450;;;;;;;;;;;
21/03/2018;10250;;;;;;;;;;;
22/03/2018;10025;;;;;;;;;;;
23/03/2018;9650;;;;;;;;;;;
26/03/2018;9850;;;;;;;;;;;
27/03/2018;9900;;;;;;;;;;;
28/03/2018;9875;;;;;;;;;;;
29/03/2018;10350;;;;;;;;;;;
30/03/2018;10350;;;;;;;;;;;
02/04/2018;10625;;;;;;;;;;;
03/04/2018;10900;;;;;;;;;;;
04/04/2018;10650;;;;;;;;;;;
05/04/2018;11000;;;;;;;;;;;
06/04/2018;10550;;;;;;;;;;;
09/04/2018;10325;;;;;;;;;;;
10/04/2018;10250;;;;;;;;;;;
11/04/2018;10250;;;;;;;;;;;
12/04/2018;10200;;;;;;;;;;;
13/04/2018;10125;;;;;;;;;;;
16/04/2018;10125;;;;;;;;;;;
17/04/2018;10125;;;;;;;;;;;
18/04/2018;9925;;;;;;;;;;;
19/04/2018;9925;;;;;;;;;;;
20/04/2018;9925;;;;;;;;;;;
23/04/2018;10100;;;;;;;;;;;
24/04/2018;9900;;;;;;;;;;;
25/04/2018;9900;;;;;;;;;;;
26/04/2018;9900;;;;;;;;;;;
27/04/2018;9900;;;;;;;;;;;
30/04/2018;9650;;;;;;;;;;;
01/05/2018;9650;;;;;;;;;;;
02/05/2018;9275;;;;;;;;;;;
03/05/2018;9000;;;;;;;;;;;
04/05/2018;9000;;;;;;;;;;;
07/05/2018;9125;;;;;;;;;;;
08/05/2018;8975;;;;;;;;;;;
09/05/2018;8950;;;;;;;;;;;
10/05/2018;8950;;;;;;;;;;;
11/05/2018;9200;;;;;;;;;;;
14/05/2018;9000;;;;;;;;;;;
15/05/2018;8900;;;;;;;;;;;
16/05/2018;8700;;;;;;;;;;;
17/05/2018;8700;;;;;;;;;;;
18/05/2018;8700;;;;;;;;;;;
21/05/2018;8350;;;;;;;;;;;
22/05/2018;8375;;;;;;;;;;;
23/05/2018;8300;;;;;;;;;;;
24/05/2018;8525;;;;;;;;;;;
25/05/2018;8775;;;;;;;;;;;
28/05/2018;8750;;;;;;;;;;;
29/05/2018;8750;;;;;;;;;;;
30/05/2018;8400;;;;;;;;;;;
31/05/2018;8400;;;;;;;;;;;
01/06/2018;8400;;;;;;;;;;;
04/06/2018;8675;;;;;;;;;;;
05/06/2018;8800;;;;;;;;;;;
06/06/2018;8700;;;;;;;;;;;
07/06/2018;8725;;;;;;;;;;;
08/06/2018;8275;;;;;;;;;;;
11/06/2018;8275;;;;;;;;;;;
12/06/2018;8275;;;;;;;;;;;
13/06/2018;8275;;;;;;;;;;;
14/06/2018;8275;;;;;;;;;;;
15/06/2018;8275;;;;;;;;;;;
18/06/2018;8275;;;;;;;;;;;
19/06/2018;8275;;;;;;;;;;;
20/06/2018;8175;;;;;;;;;;;
21/06/2018;7775;;;;;;;;;;;
22/06/2018;7625;;;;;;;;;;;
25/06/2018;7650;;;;;;;;;;;
26/06/2018;7600;;;;;;;;;;;
27/06/2018;7650;;;;;;;;;;;
28/06/2018;7075;;;;;;;;;;;
29/06/2018;7125;;;;;;;;;;;
02/07/2018;6950;;;;;;;;;;;
03/07/2018;6725;;;;;;;;;;;
04/07/2018;6925;;;;;;;;;;;
05/07/2018;6850;;;;;;;;;;;
06/07/2018;6950;;;;;;;;;;;
09/07/2018;7050;;;;;;;;;;;
10/07/2018;7575;;;;;;;;;;;
11/07/2018;7575;;;;;;;;;;;
12/07/2018;7425;;;;;;;;;;;
13/07/2018;7250;;;;;;;;;;;
16/07/2018;7050;;;;;;;;;;;
17/07/2018;7100;;;;;;;;;;;
18/07/2018;7075;;;;;;;;;;;
19/07/2018;6925;;;;;;;;;;;
20/07/2018;7225;;;;;;;;;;;
23/07/2018;7400;;;;;;;;;;;
24/07/2018;7625;;;;;;;;;;;
25/07/2018;7675;;;;;;;;;;;
26/07/2018;7625;;;;;;;;;;;
27/07/2018;7725;;;;;;;;;;;
30/07/2018;7850;;;;;;;;;;;
31/07/2018;7600;;;;;;;;;;;
01/08/2018;8625;;;;;;;;;;;
02/08/2018;8575;;;;;;;;;;;
03/08/2018;8925;;;;;;;;;;;
06/08/2018;9000;;;;;;;;;;;
07/08/2018;8950;;;;;;;;;;;
08/08/2018;8600;;;;;;;;;;;
09/08/2018;8325;;;;;;;;;;;
10/08/2018;8400;;;;;;;;;;;
13/08/2018;8100;;;;;;;;;;;
14/08/2018;7600;;;;;;;;;;;
15/08/2018;8000;;;;;;;;;;;
16/08/2018;8150;;;;;;;;;;;
17/08/2018;8150;;;;;;;;;;;
20/08/2018;8450;;;;;;;;;;;
21/08/2018;8625;;;;;;;;;;;
22/08/2018;8625;;;;;;;;;;;
23/08/2018;9075;;;;;;;;;;;
24/08/2018;8750;;;;;;;;;;;
27/08/2018;9400;;;;;;;;;;;
28/08/2018;9200;;;;;;;;;;;
29/08/2018;9200;;;;;;;;;;;
30/08/2018;9250;;;;;;;;;;;
31/08/2018;9450;;;;;;;;;;;
03/09/2018;9275;;;;;;;;;;;
04/09/2018;9275;;;;;;;;;;;
05/09/2018;8850;;;;;;;;;;;
06/09/2018;8875;;;;;;;;;;;
07/09/2018;8975;;;;;;;;;;;
10/09/2018;8775;;;;;;;;;;;
11/09/2018;8775;;;;;;;;;;;
12/09/2018;8700;;;;;;;;;;;
13/09/2018;9000;;;;;;;;;;;
14/09/2018;9000;;;;;;;;;;;
17/09/2018;8800;;;;;;;;;;;
18/09/2018;8525;;;;;;;;;;;
19/09/2018;9000;;;;;;;;;;;
20/09/2018;9075;;;;;;;;;;;
21/09/2018;9300;;;;;;;;;;;
24/09/2018;9125;;;;;;;;;;;
25/09/2018;9025;;;;;;;;;;;
26/09/2018;9150;;;;;;;;;;;
27/09/2018;9425;;;;;;;;;;;
28/09/2018;9925;;;;;;;;;;;
01/10/2018;9600;;;;;;;;;;;
02/10/2018;9025;;;;;;;;;;;
03/10/2018;9150;;;;;;;;;;;
04/10/2018;8850;;;;;;;;;;;
05/10/2018;8925;;;;;;;;;;;
08/10/2018;9300;;;;;;;;;;;
09/10/2018;9300;;;;;;;;;;;
10/10/2018;9125;;;;;;;;;;;
11/10/2018;8900;;;;;;;;;;;
12/10/2018;8900;;;;;;;;;;;
15/10/2018;8825;;;;;;;;;;;
16/10/2018;8975;;;;;;;;;;;
17/10/2018;9000;;;;;;;;;;;
18/10/2018;9000;;;;;;;;;;;
19/10/2018;8925;;;;;;;;;;;
22/10/2018;9000;;;;;;;;;;;
23/10/2018;9100;;;;;;;;;;;
24/10/2018;9100;;;;;;;;;;;
25/10/2018;8950;;;;;;;;;;;
26/10/2018;8925;;;;;;;;;;;
29/10/2018;8600;;;;;;;;;;;
30/10/2018;8650;;;;;;;;;;;
31/10/2018;9000;;;;;;;;;;;
01/11/2018;9250;;;;;;;;;;;
02/11/2018;9725;;;;;;;;;;;
05/11/2018;9700;;;;;;;;;;;
06/11/2018;9750;;;;;;;;;;;
07/11/2018;9725;;;;;;;;;;;
08/11/2018;9825;;;;;;;;;;;
09/11/2018;9725;;;;;;;;;;;
12/11/2018;9150;;;;;;;;;;;
13/11/2018;9150;;;;;;;;;;;
14/11/2018;10000;;;;;;;;;;;
15/11/2018;10300;;;;;;;;;;;
16/11/2018;11000;;;;;;;;;;;
19/11/2018;11100;;;;;;;;;;;
20/11/2018;11100;;;;;;;;;;;
21/11/2018;11150;;;;;;;;;;;
22/11/2018;11875;;;;;;;;;;;
23/11/2018;11525;;;;;;;;;;;
26/11/2018;11650;;;;;;;;;;;
27/11/2018;11250;;;;;;;;;;;
28/11/2018;11175;;;;;;;;;;;
29/11/2018;12000;;;;;;;;;;;
30/11/2018;12025;;;;;;;;;;;
03/12/2018;11600;;;;;;;;;;;
04/12/2018;11775;;;;;;;;;;;
05/12/2018;11775;;;;;;;;;;;
06/12/2018;11875;;;;;;;;;;;
07/12/2018;11875;;;;;;;;;;;
10/12/2018;11950;;;;;;;;;;;
11/12/2018;11600;;;;;;;;;;;
12/12/2018;11600;;;;;;;;;;;
13/12/2018;11600;;;;;;;;;;;
14/12/2018;11425;;;;;;;;;;;
17/12/2018;11400;;;;;;;;;;;
18/12/2018;11375;;;;;;;;;;;
19/12/2018;11500;;;;;;;;;;;
20/12/2018;11475;;;;;;;;;;;
21/12/2018;11500;;;;;;;;;;;
24/12/2018;11500;;;;;;;;;;;
25/12/2018;11500;;;;;;;;;;;
26/12/2018;11550;;;;;;;;;;;
27/12/2018;11675;;;;;;;;;;;
28/12/2018;11500;;;;;;;;;;;
31/12/2018;11500;;;;;;;;;;;
01/01/2019;11500;;;;;;;;;;;
02/01/2019;11475;;;;;;;;;;;
03/01/2019;11525;;;;;;;;;;;
04/01/2019;11500;;;;;;;;;;;
07/01/2019;11400;;;;;;;;;;;
08/01/2019;11300;;;;;;;;;;;
09/01/2019;11200;;;;;;;;;;;
10/01/2019;11925;;;;;;;;;;;
11/01/2019;11575;;;;;;;;;;;
14/01/2019;11575;;;;;;;;;;;
15/01/2019;11800;;;;;;;;;;;
16/01/2019;11925;;;;;;;;;;;
17/01/2019;12425;;;;;;;;;;;
18/01/2019;12700;;;;;;;;;;;
21/01/2019;12975;;;;;;;;;;;
22/01/2019;13075;;;;;;;;;;;
23/01/2019;12975;;;;;;;;;;;
24/01/2019;13200;;;;;;;;;;;
25/01/2019;13200;;;;;;;;;;;
28/01/2019;13075;;;;;;;;;;;
29/01/2019;12875;;;;;;;;;;;
30/01/2019;12550;;;;;;;;;;;
31/01/2019;12675;;;;;;;;;;;
01/02/2019;12725;;;;;;;;;;;
04/02/2019;12250;;;;;;;;;;;
05/02/2019;12250;;;;;;;;;;;
06/02/2019;12900;;;;;;;;;;;
07/02/2019;12800;;;;;;;;;;;
08/02/2019;12500;;;;;;;;;;;
11/02/2019;12475;;;;;;;;;;;
12/02/2019;12300;;;;;;;;;;;
13/02/2019;12675;;;;;;;;;;;
14/02/2019;12400;;;;;;;;;;;
15/02/2019;12025;;;;;;;;;;;
18/02/2019;12500;;;;;;;;;;;
19/02/2019;12475;;;;;;;;;;;
20/02/2019;12900;;;;;;;;;;;
21/02/2019;12925;;;;;;;;;;;
22/02/2019;12575;;;;;;;;;;;
25/02/2019;12950;;;;;;;;;;;
26/02/2019;12925;;;;;;;;;;;
27/02/2019;12600;;;;;;;;;;;
28/02/2019;12650;;;;;;;;;;;
01/03/2019;12875;;;;;;;;;;;
04/03/2019;12900;;;;;;;;;;;
05/03/2019;12850;;;;;;;;;;;
06/03/2019;12700;;;;;;;;;;;
07/03/2019;12700;;;;;;;;;;;
08/03/2019;12475;;;;;;;;;;;
11/03/2019;12650;;;;;;;;;;;
12/03/2019;12600;;;;;;;;;;;
13/03/2019;12725;;;;;;;;;;;
14/03/2019;12875;;;;;;;;;;;
15/03/2019;12925;;;;;;;;;;;
18/03/2019;13250;;;;;;;;;;;
19/03/2019;13225;;;;;;;;;;;
20/03/2019;12800;;;;;;;;;;;
21/03/2019;13575;;;;;;;;;;;
22/03/2019;13650;;;;;;;;;;;
25/03/2019;13400;;;;;;;;;;;
26/03/2019;13875;;;;;;;;;;;
27/03/2019;13875;;;;;;;;;;;
28/03/2019;13750;;;;;;;;;;;
29/03/2019;13875;;;;;;;;;;;
01/04/2019;13950;;;;;;;;;;;
02/04/2019;13725;;;;;;;;;;;
03/04/2019;13725;;;;;;;;;;;
04/04/2019;14450;;;;;;;;;;;
05/04/2019;13575;;;;;;;;;;;
08/04/2019;13450;;;;;;;;;;;
09/04/2019;14075;;;;;;;;;;;
10/04/2019;14250;;;;;;;;;;;
11/04/2019;13825;;;;;;;;;;;
12/04/2019;13050;;;;;;;;;;;
15/04/2019;12825;;;;;;;;;;;
16/04/2019;13325;;;;;;;;;;;
17/04/2019;13325;;;;;;;;;;;
18/04/2019;13725;;;;;;;;;;;
19/04/2019;13725;;;;;;;;;;;
22/04/2019;13175;;;;;;;;;;;
23/04/2019;13725;;;;;;;;;;;
24/04/2019;13450;;;;;;;;;;;
25/04/2019;13350;;;;;;;;;;;
26/04/2019;13700;;;;;;;;;;;
29/04/2019;13525;;;;;;;;;;;
30/04/2019;13500;;;;;;;;;;;
01/05/2019;13500;;;;;;;;;;;
02/05/2019;12900;;;;;;;;;;;
03/05/2019;12250;;;;;;;;;;;
06/05/2019;11150;;;;;;;;;;;
07/05/2019;11900;;;;;;;;;;;
08/05/2019;11325;;;;;;;;;;;
09/05/2019;10900;;;;;;;;;;;
10/05/2019;11150;;;;;;;;;;;
13/05/2019;10475;;;;;;;;;;;
14/05/2019;10675;;;;;;;;;;;
15/05/2019;10550;;;;;;;;;;;
16/05/2019;10700;;;;;;;;;;;
17/05/2019;10550;;;;;;;;;;;
20/05/2019;11250;;;;;;;;;;;
21/05/2019;10825;;;;;;;;;;;
22/05/2019;10825;;;;;;;;;;;
23/05/2019;10900;;;;;;;;;;;
24/05/2019;10800;;;;;;;;;;;
27/05/2019;11375;;;;;;;;;;;
28/05/2019;11050;;;;;;;;;;;
29/05/2019;11200;;;;;;;;;;;
30/05/2019;11200;;;;;;;;;;;
31/05/2019;11550;;;;;;;;;;;
03/06/2019;11550;;;;;;;;;;;
04/06/2019;11550;;;;;;;;;;;
05/06/2019;11550;;;;;;;;;;;
06/06/2019;11550;;;;;;;;;;;
07/06/2019;11550;;;;;;;;;;;
10/06/2019;12175;;;;;;;;;;;
11/06/2019;11975;;;;;;;;;;;
12/06/2019;11600;;;;;;;;;;;
13/06/2019;11475;;;;;;;;;;;
14/06/2019;11450;;;;;;;;;;;
17/06/2019;11600;;;;;;;;;;;
18/06/2019;11450;;;;;;;;;;;
19/06/2019;11600;;;;;;;;;;;
20/06/2019;11425;;;;;;;;;;;
21/06/2019;11375;;;;;;;;;;;
24/06/2019;11300;;;;;;;;;;;
25/06/2019;11450;;;;;;;;;;;
26/06/2019;11450;;;;;;;;;;;
27/06/2019;11625;;;;;;;;;;;
28/06/2019;11575;;;;;;;;;;;
01/07/2019;12475;;;;;;;;;;;
02/07/2019;12700;;;;;;;;;;;
03/07/2019;12700;;;;;;;;;;;
04/07/2019;12575;;;;;;;;;;;
05/07/2019;12600;;;;;;;;;;;
08/07/2019;12225;;;;;;;;;;;
09/07/2019;12425;;;;;;;;;;;
10/07/2019;12550;;;;;;;;;;;
11/07/2019;12425;;;;;;;;;;;
12/07/2019;12400;;;;;;;;;;;
15/07/2019;12500;;;;;;;;;;;
16/07/2019;12350;;;;;;;;;;;
17/07/2019;12500;;;;;;;;;;;
18/07/2019;12550;;;;;;;;;;;
19/07/2019;12575;;;;;;;;;;;
22/07/2019;12450;;;;;;;;;;;
23/07/2019;12525;;;;;;;;;;;
24/07/2019;12600;;;;;;;;;;;
25/07/2019;12475;;;;;;;;;;;
26/07/2019;12400;;;;;;;;;;;
29/07/2019;12550;;;;;;;;;;;
30/07/2019;12650;;;;;;;;;;;
31/07/2019;12875;;;;;;;;;;;
01/08/2019;13050;;;;;;;;;;;
02/08/2019;12950;;;;;;;;;;;
05/08/2019;12400;;;;;;;;;;;
06/08/2019;12575;;;;;;;;;;;
07/08/2019;12725;;;;;;;;;;;
08/08/2019;12900;;;;;;;;;;;
09/08/2019;12800;;;;;;;;;;;
12/08/2019;12800;;;;;;;;;;;
13/08/2019;12400;;;;;;;;;;;
14/08/2019;12850;;;;;;;;;;;
15/08/2019;12950;;;;;;;;;;;
16/08/2019;12900;;;;;;;;;;;
20/08/2019;13225;;;;;;;;;;;
21/08/2019;12975;;;;;;;;;;;
22/08/2019;13025;;;;;;;;;;;
23/08/2019;13075;;;;;;;;;;;
26/08/2019;12875;;;;;;;;;;;
27/08/2019;12900;;;;;;;;;;;
28/08/2019;12950;;;;;;;;;;;
29/08/2019;13100;;;;;;;;;;;
30/08/2019;13250;;;;;;;;;;;
02/09/2019;13275;;;;;;;;;;;
03/09/2019;13300;;;;;;;;;;;
04/09/2019;13350;;;;;;;;;;;
05/09/2019;13425;;;;;;;;;;;
06/09/2019;13450;;;;;;;;;;;
09/09/2019;13425;;;;;;;;;;;
10/09/2019;12850;;;;;;;;;;;
11/09/2019;12175;;;;;;;;;;;
12/09/2019;12475;;;;;;;;;;;
13/09/2019;12800;;;;;;;;;;;
