,I,Z,C,O,F,I_in,C_bar,h,W
40,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.2540903483734483]","[0.316744649416692, 0.8737396526787253, -0.15836514836765941, 0.9490064163814517]",[0.3998569652091082],[0.7207521933346702],[0.46058216092596593],[0.7055502795850773],[0.3067371124674589],[0.2738235068550795],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
41,"[1.0, 0.000989945202273176, 0.27712609970674484, 0.2643712732108083]","[0.3277523192331274, 0.8686069369213893, -0.15828879281433217, 0.9645692039495515]",[0.4071805852715785],[0.7239498069280871],[0.4605584275014102],[0.7044701136635612],[0.3165927301667662],[0.2795328748528634],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
42,"[1.0, 0.0009899947069589925, 0.2536656891495601, 0.27456040369873674]","[0.3143781226664154, 0.8763199567605137, -0.15594496928001755, 0.9383698416523196]",[0.4027266532996254],[0.7187243725543995],[0.461118034205725],[0.7060666074076065],[0.30446432004061613],[0.27477115600202795],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
43,"[1.0, 0.000990044211644809, 0.24926686217008798, 0.27214953266639724]","[0.31107070896606703, 0.8772324390236119, -0.15700712966975197, 0.9368030586586279]",[0.3984820684503426],[0.7184291825303525],[0.46084210213827936],[0.7062523796557919],[0.3014370707500969],[11363.317673206191],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
44,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.2569876572717888]","[0.31627956253285405, 0.8744691575764334, -0.15752237585818082, 0.9458176794159137]",[0.4019039959674321],[0.7201087050983946],[0.4607922440705015],[0.7057020166866249],[0.30631707036783207],[0.2748401579024871],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
45,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.2652957828354357]","[0.3172269130768123, 0.8740614951767288, -0.15745968683474576, 0.9469890437748226]",[0.40186155950387015],[0.7204218407518697],[0.46076488717429065],[0.7056045796026448],[0.30709188971862],[0.2749037724355746],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
46,"[1.0, 0.000989945202273176, 0.27712609970674484, 0.2698667649844682]","[0.3279516262533998, 0.8687399460501677, -0.1579145891265585, 0.9637354763514447]",[0.40823793007728115],[0.7238231266041872],[0.46062897489612914],[0.7044911230441022],[0.3167287821055117],[0.2801195738397703],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
47,"[1.0, 0.0009899947069589925, 0.2536656891495601, 0.2774613079862327]","[0.3144855996709998, 0.8763916823962888, -0.15574317863856704, 0.9379202511423546]",[0.40328767032659285],[0.7186547839272334],[0.4611563553248306],[0.7060779819142983],[0.30453883097821893],[11415.12447805671],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
48,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.26239567964188604]","[0.3264836554257987, 0.869711046761981, -0.15642917759635389, 0.9581899077902488]",[0.4110630695258856],[0.7225926199794983],[0.46106551464694734],[0.704713342539098],[0.31553774742083496],[0.2814235703260702],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
49,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.2717724840346721]","[0.3172583662777032, 0.875122370058209, -0.1556846484643905, 0.9417232140323268]",[0.4063517012199509],[0.7193590275553662],[0.4612064840281367],[0.7058250638236834],[0.307121423543761],[0.2772537593033294],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
50,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.272159792478512]","[0.3176132331867333, 0.8743193089816812, -0.15673436160738546, 0.945373015714674]",[0.4042085407903254],[0.7201368425439678],[0.4609225078954407],[0.705651413753091],[0.30739785064833236],[0.27622233736607593],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
51,"[1.0, 0.000989945202273176, 0.27712609970674484, 0.273520738582481]","[0.32816177882194214, 0.8688801930420407, -0.15752002266303813, 0.9628563803920183]",[0.4094806636347038],[0.7236686244231194],[0.46071507917201293],[0.7045167656022701],[0.31689482844627803],[11512.910620122424],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
52,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2574920752314401]","[0.31776138369441054, 0.8732492445257457, -0.1573623227039876, 0.9484692893294735]",[0.4027428816551024],[0.7206423439872961],[0.4608322829022326],[0.7054486741304711],[0.30765976870489214],[0.27556016863435534],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
53,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.2660152880893306]","[0.3258435419543476, 0.8692838619340674, -0.15763100591772103, 0.9608675870126839]",[0.4074100744114242],[0.7232085911411622],[0.46072233025658565],[0.704611166033228],[0.31487515296538515],[0.2793883243597026],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
54,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.2743577272850828]","[0.3170237861043228, 0.8749658211095198, -0.1561250783390511, 0.9427044938901495]",[0.4044219841886154],[0.719599292044301],[0.4610735802820971],[0.7057855857351008],[0.3068633810079373],[0.27614684449653776],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
55,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.2734928496355178]","[0.3174850169059119, 0.8742337428245838, -0.15697509073499172, 0.9459093613571972]",[0.40318608376250165],[0.7202673133062701],[0.4608502307822937],[0.7056299356884458],[0.3072575402592441],[11424.583508561132],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
56,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.25777308125714754]","[0.31335641235979056, 0.8755090316265671, -0.15705320527954456, 0.9412252212333183]",[0.4004881318752555],[0.7191816548831392],[0.4609090929368465],[0.7059180202737093],[0.30366636944859804],[0.27361611242560535],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
57,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2640492366883737]","[0.3175711217700339, 0.8731222717138174, -0.15771954400832178, 0.9492651800964167]",[0.4013435003828685],[0.7208798362118831],[0.4607004466544261],[0.705409476704449],[0.3074038437819985],[0.274759482624334],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
58,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.2697047467568352]","[0.3257803691724621, 0.8692417030744868, -0.15774961432356727, 0.9611318471056557]",[0.40667165705767316],[0.7233021794447425],[0.46067005853232323],[0.7045955982189045],[0.3147741823901907],[0.27895421854165675],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
59,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.27628749803624114]","[0.3169889182440907, 0.8749425517650407, -0.15619054357888956, 0.9428503507562181]",[0.4040303360985419],[0.7196504433369819],[0.46104523688006654],[0.7057771649751485],[0.30680833627400034],[11429.39802257136],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
60,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.2607524792371511]","[0.3191309645744837, 0.8731232591440855, -0.15650624752193873, 0.9478732900398705]",[0.4054159570695572],[0.7205206306892676],[0.4610459496595168],[0.705422778601759],[0.3089010405080799],[0.2771569901941366],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
61,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.26754270405292513]","[0.31362176669949254, 0.8756861179604709, -0.15655499617307383, 0.9401152089719107]",[0.40136752352083027],[0.7190346035309138],[0.4609900382557452],[0.7059420523456498],[0.3038238303875215],[0.2740712378015317],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
62,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2689874689248698]","[0.31768366065539644, 0.8731973754360811, -0.15750824956488946, 0.9487944150703844]",[0.40180730903693496],[0.7208259552739502],[0.4607301765463301],[0.7054183120280983],[0.30746153063755954],[0.27500897609293656],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
63,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.2723161444391098]","[0.3258411698860451, 0.8692822789153765, -0.15763545953257735, 0.9608775096877894]",[0.40691732532843106],[0.7232728059370165],[0.4606863556585393],[0.70460044941381],[0.3148056456523238],[11483.413499891401],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
64,"[1.0, 0.0005501455734791121, 0.24926686217008798, 0.25605682781456607]","[0.3104400970494058, 0.8766824147552739, -0.15738043048264538, 0.9380213036349974]",[0.3969282770960718],[0.7185347484932978],[0.4608274499553055],[0.7061614528197171],[0.3010159793057433],[0.27117882683201616],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
65,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.2616797106864285]","[0.318119321854822, 0.872448131310689, -0.15840563087476534, 0.9521051251937611]",[0.39994220971692157],[0.721451520526933],[0.4605296478499418],[0.7052692646975499],[0.30789949416492973],[0.2741125013684604],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
66,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.26909442461698657]","[0.31324566789068137, 0.8754351254222944, -0.15726113066363068, 0.9416884799790857]",[0.3984770878825999],[0.7193943495388032],[0.4607912396974409],[0.7058830101838587],[0.30343695413163674],[0.27241286284380334],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
67,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2697640079387378]","[0.3174782051054902, 0.8730602630370379, -0.15789399726380857, 0.9496538627802893]",[0.4002761002018308],[0.7210211869566427],[0.4606218954394783],[0.705386118429528],[0.3072513222884202],[11398.932585914266],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
68,"[1.0, 0.0005500960687932955, 0.24486803519061584, 0.25389840925026425]","[0.30745435651716513, 0.8778095390963301, -0.1578384593571902, 0.9351085997462261]",[0.39374742098755533],[0.7179464892566528],[0.46071298943458516],[0.7063950785133053],[0.2982970581130996],[0.2689955858506193],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
69,"[1.0, 0.0005501455734791121, 0.24926686217008798, 0.259547028726492]","[0.3098142176960477, 0.8762647291795387, -0.15855553390754196, 0.9406394396608471]",[0.39338479945354077],[0.7191420086309978],[0.4604921485575999],[0.7060619015856128],[0.3003621297191132],[0.26918980052853597],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
70,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.26419428162262343]","[0.317889967754868, 0.8722950700237612, -0.15883624867182805, 0.953064543695976]",[0.3980729528638397],[0.7216852570973303],[0.4603997899541733],[0.7052306407236287],[0.30764744536786837],[0.27303033893845596],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
71,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.2703925914749488]","[0.3131202730033053, 0.8753514421446037, -0.1574965625577003, 0.9422130233600668]",[0.39748595731265707],[0.7195221099595371],[0.4607205817160272],[0.7058620220474517],[0.3032994150183985],[11359.901580317524],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
