,I,Z,C,O,F,I_in,C_bar,h,W
45,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.26387071653251803]","[0.3160218506363797, 0.8703005200165024, -0.16303532507856455, 0.9461685930189141]",[0.39894105240391653],[0.7202629923511735],[0.459375944262825],[0.7048214671490545],[0.3059883331502638],[0.2730401182538923],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
46,"[1.0, 0.000989945202273176, 0.27712609970674484, 0.2682748700856941]","[0.3265709099961975, 0.8649192538174834, -0.16355100442506115, 0.9628860556338148]",[0.40520232185445626],[0.7236570094040665],[0.45922665774965693],[0.703694376560899],[0.3154795133567142],[0.2781832247589772],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
47,"[1.0, 0.0009899947069589925, 0.2536656891495601, 0.2756876251018951]","[0.313281013145951, 0.8726340204672433, -0.1613355589421582, 0.937166854883565]",[0.4003131448815578],[0.7185045921468898],[0.4597657098212137],[0.7052971354769222],[0.30344190771669477],[11382.988031219178],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
48,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.26115025362519345]","[0.32509063754333806, 0.8658911904898952, -0.1620729749725615, 0.957363290074231]",[0.4079244995908291],[0.7224379243216231],[0.4596565992834362],[0.7039156348443317],[0.3142617789142389],[0.27943066973551745],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
49,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.27022824198031514]","[0.3160032661104801, 0.8713478073934338, -0.16129670687039038, 0.9409698163374381]",[0.40328346148187105],[0.7192134108728833],[0.45980826227757815],[0.7050394552299438],[0.3059724193060193],[0.27531265332752397],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
50,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.27049335205039826]","[0.3163754380454298, 0.8705465963639467, -0.16233860777116335, 0.9446048850600506]",[0.4011962144672895],[0.7199857923286483],[0.4595280250943445],[0.7048664589572239],[0.30626996294604686],[0.2743103543712019],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
51,"[1.0, 0.000989945202273176, 0.27712609970674484, 0.2717744251017925]","[0.32676189581755966, 0.8650521688821365, -0.16317468127608725, 0.9620414383164267]",[0.4063870557915007],[0.7235078042314539],[0.45930914156500174],[0.7037188347135311],[0.3156312821937459],[11479.371290463238],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
52,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.25631498844156836]","[0.3165441015003182, 0.8694853934868925, -0.16293690194938387, 0.9476322369511836]",[0.3997953281677512],[0.7204847198971744],[0.4594407621643326],[0.7046638077755449],[0.3065363973822105],[0.2736779768629681],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
53,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.26457715910289126]","[0.3244896223870883, 0.865472918768043, -0.16325722998462378, 0.9600212246023586]",[0.40437541456072706],[0.7230455265769049],[0.4593208446401427],[0.7038161043477155],[0.31364327816303267],[0.27745261539061683],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
54,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.27269272899808156]","[0.3157852503965019, 0.8711960810898153, -0.16172629038305592, 0.9419339708813482]",[0.4014232589075075],[0.7194475331786092],[0.4596798130263864],[0.7050014666552821],[0.3057344975172318],[0.27424464828573125],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
55,"[1.0, 0.0009898956975873594, 0.2595307917888563, 0.2717531162461469]","[0.31625715220642714, 0.8704642762742852, -0.16257168109092612, 0.9451279933584094]",[0.40021832813489555],[0.7201120065741228],[0.4594586774001188],[0.7048459412553082],[0.306141533092696],[11392.412895950696],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
56,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.25659085368881634]","[0.31220724902236385, 0.8717683544532429, -0.16260653500403474, 0.9404074243062386]",[0.3975802443054477],[0.71902742721596],[0.459522810418075],[0.7051386985829509],[0.3026018473596606],[0.2717605078688366],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
57,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2626394980125959]","[0.3163626160271348, 0.869359090114057, -0.16329450537917936, 0.9484348398481518]",[0.3984320876822816],[0.7207191785501791],[0.45931168752465396],[0.7046255991790399],[0.3062973645327812],[0.2728989596096446],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
58,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.26811714887049815]","[0.3244294822302532, 0.8654310647038147, -0.16337573162541863, 0.960287188942387]",[0.4036616841084063],[0.7231368385298418],[0.45927027045016544],[0.7038011077891909],[0.31355007328793766],[0.2770332881241982],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
59,"[1.0, 0.000989846192901543, 0.25806451612903225, 0.2745299294145448]","[0.31575232283900556, 0.8711731654178441, -0.1617911716503492, 0.9420795899910932]",[0.40104768378038935],[0.7194970803026837],[0.45965258667939346],[0.7049934131658523],[0.3056840556564352],[11397.12857881044],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
60,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.2595435977511379]","[0.3178692627815766, 0.869347314485061, -0.16210034323988187, 0.947051608584851]",[0.40240579301072277],[0.720366184054337],[0.45964941108923413],[0.7046353310454517],[0.30773817785152474],[0.2752410874731209],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
61,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.2660744939990023]","[0.31245045568238333, 0.8719376121955718, -0.162127314633134, 0.9393318651087469]",[0.39842692732367035],[0.718882822464053],[0.4596017899027207],[0.7051620454986472],[0.302748415132664],[0.27220070743453867],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
62,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.26739153565372914]","[0.31646418435160395, 0.8694297757823295, -0.16309437266028096, 0.947985663227956]",[0.398875142301638],[0.7206669563723942],[0.4593402804772191],[0.7046340599850568],[0.30635029534648234],[0.2731385975622603],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
63,"[1.0, 0.0005505416109656444, 0.27419354838709675, 0.2706110775150378]","[0.32448397160450737, 0.8654689861508114, -0.16326836442528464, 0.9600462146712057]",[0.4038945130848569],[0.7231085659441226],[0.4592858356022124],[0.7038057211893151],[0.31357874529378016],[11450.55606227147],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
64,"[1.0, 0.0005501455734791121, 0.24926686217008798, 0.25493153849788525]","[0.30935448845234337, 0.8729636217943646, -0.1629016861564649, 0.9371800921891753]",[0.3941264332458778],[0.7183755321453109],[0.459449191507055],[0.7053870620584746],[0.30000748888391493],[0.269384133555467],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
65,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.26032739804458754]","[0.3169223820367074, 0.8686883403553296, -0.16396610029488468, 0.9512391020276307]",[0.3970939939691509],[0.7212838501065673],[0.45914458940345304],[0.7044858844218447],[0.3068039424443871],[0.27228530393133515],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
66,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.2675378364664272]","[0.3121024812728563, 0.8716954421705402, -0.16281297194853883, 0.9408707500908794]",[0.3956439642540427],[0.719232991087211],[0.4594098597304844],[0.705105292180519],[0.30239210785640086],[0.2706022713482223],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
67,"[1.0, 0.0005504921062798278, 0.26099706744868034, 0.2681158853534255]","[0.3162754701980836, 0.8692984416668583, -0.16346621965919542, 0.9488202343021996]",[0.39741247788650635],[0.7208556219051572],[0.4592364952581541],[0.7046033376324541],[0.3061580863121513],[11367.69819851612],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
68,"[1.0, 0.0005500960687932955, 0.24486803519061584, 0.252813926500947]","[0.3064339911435558, 0.8741118149580763, -0.16333078316763827, 0.9342531688257759]",[0.3910309216479436],[0.7177841167214829],[0.4593420122599178],[0.7056254378614889],[0.29734638501398514],[0.26725025194772317],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
69,"[1.0, 0.0005501455734791121, 0.24926686217008798, 0.2582416015829518]","[0.3087673514857188, 0.872555008488295, -0.16405859524313565, 0.9397766516937132]",[0.3906868790775533],[0.7189741130344997],[0.4591213815224546],[0.7052901611927195],[0.29939772478436844],[0.2674535573483037],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
70,"[1.0, 0.0005501950781649286, 0.2624633431085044, 0.2627278131043486]","[0.31670956707497055, 0.8685402334739042, -0.16438543611771378, 0.9521802567206874]",[0.3952937945065536],[0.7215113219459734],[0.45901925037025065],[0.7044487672843767],[0.3065718622990463],[0.2712424190144374],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
71,"[1.0, 0.0005504426015940113, 0.2536656891495601, 0.2687664332644131]","[0.31198696654555186, 0.8716150506140437, -0.1630405850018117, 0.9413816034013441]",[0.3946969912123125],[0.7193564393317545],[0.4593421457299438],[0.7050852665064588],[0.3022663723036423],[11329.45923846714],"[[0.12422885032843461, 0.8491434514548766, 0.5965471876713351, 0.13269378084966715], [0.9242185883943709, 0.8602933655701321, -0.30791762953089863, 0.09234718229301164], [-0.2248462168729172, -0.24877223611309562, -0.03519594655001499, 0.2614630819316789], [0.8562586132492651, -0.3243709624918471, 0.9633269814628954, -0.5868261026708074]]"
